month,region,item,total_issued
2020 Aug,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,27
2020 Sep,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,2
2020 Oct,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,125
2020 Nov,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,4
2020 Dec,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,38
2021 Jan,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,254
2021 Feb,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,25
2021 Mar,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,38
2021 Apr,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,30
2021 May,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,23
2021 Jun,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,64
2021 Jul,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,56
2021 Aug,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,109
2021 Sep,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,23
2021 Oct,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,126
2021 Nov,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,66
2021 Dec,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,50
2022 Jan,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,86
2022 Feb,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,40
2022 Mar,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,115
2022 Apr,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,22
2022 May,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,80
2022 Jun,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,149
2022 Jul,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,46
2022 Aug,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,125
2022 Sep,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,311
2022 Oct,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,34
2022 Nov,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,78
2022 Dec,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,174
2023 Jan,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,94
2023 Feb,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,159
2023 Mar,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,730
2023 Apr,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,826
2023 May,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,351
2023 Jun,Affar,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,8
2017 Aug,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),50
2017 Sep,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2324
2017 Oct,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2807
2017 Nov,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),150
2017 Dec,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2985
2018 Jan,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2225
2018 Feb,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2100
2018 Mar,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2219
2018 Apr,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1524
2018 May,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2502
2018 Jun,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5347
2018 Jul,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),110
2018 Aug,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5954
2018 Sep,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),572
2018 Oct,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2220
2018 Nov,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2018 Dec,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4237
2019 Jan,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1628
2019 Feb,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2488
2019 Mar,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),986
2019 Apr,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2894
2019 May,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),200
2019 Jun,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),50
2019 Jul,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),9
2019 Aug,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2771
2019 Sep,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),7316
2019 Oct,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4420
2019 Nov,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),8128
2019 Dec,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2040
2020 Jan,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1636
2020 Feb,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1700
2020 Mar,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),7787
2020 Apr,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),964
2020 May,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5538
2020 Jun,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),6946
2020 Jul,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),310
2020 Aug,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Sep,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Oct,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Nov,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Dec,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jan,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Feb,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Mar,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Apr,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 May,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jun,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jul,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),200
2021 Aug,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2580
2021 Sep,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),280
2021 Oct,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2970
2021 Nov,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1993
2021 Dec,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1951
2022 Jan,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1937
2022 Feb,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1976
2022 Mar,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3943
2022 Apr,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2956
2022 May,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3381
2022 Jun,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),7212
2022 Jul,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),837
2022 Aug,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),9470
2022 Sep,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),9556
2022 Oct,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3350
2022 Nov,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4129
2022 Dec,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),11093
2023 Jan,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1207
2023 Feb,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),9820
2023 Mar,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),6247
2023 Apr,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2986
2023 May,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5701
2023 Jun,Affar,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4260
2017 Aug,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,2
2017 Sep,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2017 Oct,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,3
2017 Nov,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,48
2017 Dec,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,5
2018 Jan,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,4
2018 Feb,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,4
2018 Mar,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,6
2018 Apr,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2018 May,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,48
2018 Jun,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,38
2018 Jul,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,16
2018 Aug,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,10
2018 Sep,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,4
2018 Oct,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,16
2018 Nov,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2018 Dec,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,1506
2019 Jan,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,2004
2019 Feb,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,513
2019 Mar,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,1
2019 Apr,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,4
2019 May,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,2400
2019 Jun,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,14120
2019 Jul,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,800
2019 Aug,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,7501
2019 Sep,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,8415
2019 Oct,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,19200
2019 Nov,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,25018
2019 Dec,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,16000
2020 Jan,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,34305
2020 Feb,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,10301
2020 Mar,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,18302
2020 Apr,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,6300
2020 May,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,32300
2020 Jun,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,31700
2020 Jul,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,2000
2020 Aug,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,15900
2020 Sep,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,2802
2020 Oct,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,12000
2020 Nov,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,100
2020 Dec,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,3
2021 Jan,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,1
2021 Feb,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Mar,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Apr,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 May,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,3200
2021 Jun,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,24200
2021 Jul,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,12900
2021 Aug,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,53712
2021 Sep,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,9400
2021 Oct,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,21300
2021 Nov,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,23900
2021 Dec,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,11200
2022 Jan,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,12700
2022 Feb,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,8406
2022 Mar,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,19550
2022 Apr,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,6300
2022 May,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jun,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jul,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Aug,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Sep,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Oct,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Nov,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Dec,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Jan,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Feb,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,50
2023 Mar,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,5300
2023 Apr,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,1200
2023 May,Affar,Oral Rehydration Salt - 20.5g/lit - Powder,2000
2017 Jul,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,10
2017 Aug,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,851
2017 Sep,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,6
2017 Oct,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,70
2017 Nov,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,30
2017 Dec,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,218
2018 Jan,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,215
2018 Feb,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,50
2018 Mar,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,20
2018 Apr,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,110
2018 May,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,200
2018 Jun,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,230
2018 Jul,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Aug,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,270
2018 Sep,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Oct,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,190
2018 Nov,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Dec,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,354
2019 Jan,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1
2019 Feb,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,10
2019 Mar,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Apr,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,10
2019 May,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,30
2019 Jun,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1
2019 Jul,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Aug,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,34
2019 Sep,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,40
2019 Oct,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,25
2019 Nov,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,9
2019 Dec,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,26
2020 Jan,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,20
2020 Feb,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,49
2020 Mar,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,59
2020 Apr,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,23
2020 May,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,14
2020 Jun,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,45
2020 Jul,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,5
2020 Aug,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,71
2020 Sep,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,8
2020 Oct,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,84
2020 Nov,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2
2020 Dec,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,60
2021 Jan,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,65
2021 Feb,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,12
2021 Mar,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,75
2021 Apr,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,41
2021 May,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,163
2021 Jun,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,77
2021 Jul,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,20
2021 Aug,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,20
2021 Sep,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,95
2021 Oct,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,121
2021 Nov,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,161
2021 Dec,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,268
2022 Jan,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,289
2022 Feb,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,340
2022 Mar,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,682
2022 Apr,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,288
2022 May,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,199
2022 Jun,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,656
2022 Jul,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,29
2022 Aug,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,555
2022 Sep,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,402
2022 Oct,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,353
2022 Nov,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,240
2022 Dec,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,640
2023 Jan,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,274
2023 Feb,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,444
2023 Mar,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,598
2023 Apr,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,208
2023 May,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,182
2023 Jun,Affar,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,132
2017 Aug,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1880
2017 Sep,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),916
2017 Oct,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1533
2017 Nov,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),854
2017 Dec,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),130
2018 Jan,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2018 Feb,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2018 Mar,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2018 Apr,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2018 May,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2018 Jun,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),68
2018 Jul,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),792
2018 Aug,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),4840
2018 Sep,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),762
2018 Oct,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),3715
2018 Nov,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),2052
2018 Dec,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1701
2019 Jan,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1399
2019 Feb,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),811
2019 Mar,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1103
2019 Apr,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),476
2019 May,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1465
2019 Jun,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),4776
2019 Jul,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),170
2019 Aug,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1937
2019 Sep,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1235
2019 Oct,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),4309
2019 Nov,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),3147
2019 Dec,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1277
2020 Jan,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1408
2020 Feb,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),259
2020 Mar,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2020 Apr,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2020 May,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2020 Jun,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2020 Jul,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),5
2020 Aug,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),70
2020 Sep,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1454
2020 Oct,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1507
2020 Nov,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),594
2020 Dec,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),180
2021 Jan,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),42
2021 Feb,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),31
2021 Mar,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),2
2021 Apr,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 May,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 Jun,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 Jul,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1
2021 Aug,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 Sep,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 Oct,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 Nov,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2021 Dec,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Jan,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Feb,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Mar,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Apr,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 May,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Jun,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Jul,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Aug,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Sep,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Oct,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),0
2022 Nov,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),1950
2022 Dec,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),2445
2023 Jan,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),680
2023 Feb,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),597
2023 Mar,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),462
2023 Apr,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),150
2023 May,Amhara,Amoxicillin - 125mg - Tablet (Dispersible),24
2017 Aug,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),4302
2017 Sep,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),3048
2017 Oct,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),4819
2017 Nov,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),3782
2017 Dec,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),2917
2018 Jan,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),3913
2018 Feb,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),2661
2018 Mar,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),4671
2018 Apr,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),1884
2018 May,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),5139
2018 Jun,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),2360
2018 Jul,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),1335
2018 Aug,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),4104
2018 Sep,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),669
2018 Oct,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),4234
2018 Nov,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),2447
2018 Dec,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),7799
2019 Jan,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),5856
2019 Feb,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),5185
2019 Mar,Amhara,Amoxicillin - 250mg - Tablet (Dispersible),5241
